UniProtKB.AC	Ensembl
Q6R742	
Q8WUQ4	
Q9UEY1	
S4R3U1	ENSG00000085832
A0A0X9USN3	
A0A096LNS2	ENSG00000137040
A0A096LPF0	ENSG00000276600
A0A096P6K8	ENSG00000072609
A0A1B0GUU7	ENSG00000145020
A0A1B0GX53	
A4D1T2	
E7EM78	ENSG00000068831
E7EMV7	ENSG00000145901
E7ENB8	ENSG00000203326
E7EPI9	ENSG00000072682
E7ESS3	ENSG00000168591
E7EVI8	ENSG00000171604
E7EVM4	ENSG00000198910
E7EVN3	ENSG00000015592
H7C3F3	ENSG00000182979
J3QKY5	ENSG00000221926
J3QLG8	ENSG00000108474
J3QQM0	ENSG00000128487
J3QRE2	ENSG00000124067
J3QRE5	ENSG00000179532
J3QSF9	ENSG00000161513
J3QSG4	ENSG00000171962
W6SNC0	
A0A126GW19	
A0A126GWL7	
H7BZX4	ENSG00000268043
H7C2J3	ENSG00000115841
H7C2U0	ENSG00000156261
H7C3M2	ENSG00000100316
H7C551	ENSG00000213533
H7C5W6	ENSG00000129493
A0A090MEY3	
A0A0C4DFX2	ENSG00000073910
A0A0C4DG60	ENSG00000163738
A0A0J9YVV1	ENSG00000165338
B1B1G1	ENSG00000123560
J3QQZ7	ENSG00000154803
Q5JYG4	ENSG00000142751
Q5W149	ENSG00000197183
X5LKC7	
B0QZ72	ENSG00000119403
B1AM27	ENSG00000198722
B4DKM4	
B5A222	
E5RHB3	ENSG00000143643
F6UTR7	ENSG00000101019
J3QLE7	ENSG00000185158
J3QLJ8	ENSG00000109016
J3QRF8	ENSG00000167862
N0A2U9	
Q5T3E4	ENSG00000150093
Q5T8E0	ENSG00000107897
X5DNB4	
A0A0X1KG76	ENSG00000235718
B4DQA6	
B4E2X4	
B5MC67	ENSG00000171877
C9IYE7	ENSG00000187123
C9J0N9	ENSG00000093217
C9J1Q8	ENSG00000171227
C9J3G2	ENSG00000136682
C9J6A1	ENSG00000179796
C9J6F9	ENSG00000106302
C9J792	ENSG00000168066
C9JA11	ENSG00000169239
C9JE51	ENSG00000145012
C9JM54	ENSG00000141570
C9JNK4	ENSG00000017483
C9JP21	ENSG00000182568
C9JP82	ENSG00000178287
C9JQ07	ENSG00000162669
C9JR56	ENSG00000119042
C9JR73	ENSG00000057935
C9JSK0	ENSG00000109103
C9JSP6	ENSG00000079335
C9JT09	ENSG00000101639
C9JTD3	ENSG00000084090
C9JU54	ENSG00000128242
C9JUQ1	ENSG00000169554
H8YHX0	
Q5T8Z6	ENSG00000168283
A0A0N9QYZ0	
A0A140VJU4	
A0A142J271	
U3PUP7	
A0A096LNR0	ENSG00000164756
A0A1B0GTN9	ENSG00000166689
E7ENY2	ENSG00000136560
E7EPM8	ENSG00000242866
E7ERF2	ENSG00000120438
E7EU05	ENSG00000135218
E7EV12	ENSG00000065150
H7C005	ENSG00000163006
H7C064	ENSG00000169432
H7C079	ENSG00000156299
H7C1U2	ENSG00000074047
H7C277	ENSG00000132330
H7C2R3	ENSG00000197548
H7C345	ENSG00000153093
H7C3X0	ENSG00000198408
H7C4U8	ENSG00000144857
H7C5H0	ENSG00000163389
Q29973	
Q6P3U7	
Q7Z7Q9	
Q9HB16	
A0A0B4J1Y7	ENSG00000242372
B4DI94	
C9IZY2	ENSG00000124508
C9JI47	ENSG00000001631
C9JJN0	ENSG00000163491
C9K0E3	ENSG00000163932
C9K0E5	ENSG00000138496
A0A024R166	
A0A024R2K3	
A0A1C3PHG5	
A0A1C3PHL6	
B9A032	ENSG00000116030
E9PFE2	ENSG00000006704
E9PQG2	ENSG00000147642
X6RGB1	ENSG00000143194
X6RH63	ENSG00000154856
A0A024R106	
A0A024R307	
A0A024R379	
A0A0A0MQW9	ENSG00000143603
A0A0A0MR09	ENSG00000169410
A0A0A0MRB1	ENSG00000163565
B7U5E0	
E9PFV5	ENSG00000136059
E9PGC7	ENSG00000182511
E9PHA9	ENSG00000114423
E9PI38	ENSG00000173039
E9PIL9	ENSG00000166928
E9PIU5	ENSG00000186470
E9PJ27	ENSG00000129484
E9PJR1	ENSG00000173039
E9PKG4	ENSG00000110075
E9PL81	ENSG00000101166
E9PLK5	ENSG00000112303
E9PNA6	ENSG00000110719
E9PNK6	ENSG00000111907
E9PNL0	ENSG00000160959
E9PP95	ENSG00000166840
E9PQ12	ENSG00000165912
E9PRL8	ENSG00000172893
E9PRV3	ENSG00000243710
G3V1B7	ENSG00000107807
G3V2A6	ENSG00000165795
G3V2J9	ENSG00000119685
G3V4R2	ENSG00000205707
G3V4R9	ENSG00000021645
G3V591	ENSG00000129566
G3V595	ENSG00000196136
G3V5V2	ENSG00000140153
G3V5W6	ENSG00000100461
H0YCQ3	ENSG00000147535
A0A0G2JMP5	ENSG00000085719
A0A0G2JN42	ENSG00000277281
A0A0G2JP80	ENSG00000277134
A0A0G2JPU4	ENSG00000278279
A0A1W6IYJ6	
A0A0N9QZ02	
A0A0S1RVT5	
A0A0S2Z5Q0	
A0A126GVF0	
A0A126GVH7	
A0A1W1B5Q9	
A0A1W1GSL6	
A0A1W1RNP9	
A0A1W2PQL8	ENSG00000117620
A0A218N098	
B3KU47	
B4DES9	
Q25BN7	
Q29VG5	
Q9UDZ9	
V9GY85	ENSG00000167491
A0A1S5QRG7	
A0A1S5UYZ7	
A0A1S6GND7	
Q59G28	
J3QKP7	ENSG00000125124
J3QL90	ENSG00000108591
J3QQK8	ENSG00000007174
J3QRA5	ENSG00000159593
J3QS76	ENSG00000160551
J3QSD0	ENSG00000257008
E7ETU7	ENSG00000114686
E7EUD5	ENSG00000204580
E7EUK6	ENSG00000166035
E7EWE1	ENSG00000081307
E7EX41	ENSG00000111364
H7C009	ENSG00000186642
H7C1V6	ENSG00000175193
H7C224	ENSG00000184216
H7C3K4	ENSG00000164088
H7C3Q6	ENSG00000158411
H7C3S8	ENSG00000111696
H7C3Y8	ENSG00000130294
H7C4C4	ENSG00000107651
H7C4I0	ENSG00000174928
H7C4P6	ENSG00000163785
H7C4R5	ENSG00000136270
H7C4S5	ENSG00000157764
H7C5C7	ENSG00000158092
H7C5I0	ENSG00000055957
H7C5Q6	ENSG00000082996
H9KV82	ENSG00000163576
V9GY47	ENSG00000048740
A0A126GVE4	
A0A126GW56	
A0A0A8LDZ6	
A0A0B4J246	ENSG00000211790
A0A0C4DGP1	ENSG00000178397
A0A0H4LVI8	
A0A0U5IHK3	
B6DU70	
D6R955	ENSG00000069011
D6R9M3	ENSG00000087206
D6RBG2	ENSG00000156453
D6RCE7	ENSG00000163631
D6REE1	ENSG00000162779
D6REE6	ENSG00000146067
D6RF47	ENSG00000061492
D6RFE7	ENSG00000109685
D6RFL3	ENSG00000064692
D6RFM7	ENSG00000053900
D6RFZ2	ENSG00000133138
D6RGC6	ENSG00000145703
D6RGY0	ENSG00000156096
D6RHK3	ENSG00000215217
E5RH85	ENSG00000170881
E5RH92	ENSG00000072803
F8W810	ENSG00000180574
F8WC98	ENSG00000064225
F8WCL4	ENSG00000114648
F8WCS7	ENSG00000112983
F8WD67	ENSG00000071462
F8WDG3	ENSG00000204420
F8WDH3	ENSG00000114770
F8WDX0	ENSG00000032389
F8WDY1	ENSG00000114268
F8WE48	ENSG00000223547
F8WE70	ENSG00000197641
F8WEB6	ENSG00000128245
J9QF30	
Q5T3P9	ENSG00000116977
Q67AH0	
Q67AH6	
V9GZ76	ENSG00000136628
A0A1X9I5S1	
B1AP13	ENSG00000196352
B4DRS8	
G8ZKX4	
Q5JYA8	ENSG00000120254
Q5T3I4	ENSG00000163382
A0A0B4J266	ENSG00000211820
A0A0B4J279	ENSG00000211801
A0A0H4LZ60	
A0A1W2PPG2	ENSG00000266173
A0A1W2PQM3	ENSG00000108433
A0A1W2PQM7	ENSG00000007372
A0A1X9I4U6	
A0ZXY8	
B3WFC8	
B4DK85	
B4E0K3	
C9J3S8	ENSG00000115641
C9JBS3	ENSG00000115677
C9JK78	ENSG00000006652
C9JKV3	ENSG00000003436
C9JPR9	ENSG00000159374
C9JTU8	ENSG00000139631
C9JX20	ENSG00000118263
C9K0M1	ENSG00000163702
E5RFE2	ENSG00000134013
H7C4X8	ENSG00000163539
H7C529	ENSG00000168297
H7C548	ENSG00000128536
H7C5E0	ENSG00000163424
Q49A55	
Q59EC6	
A0A0N9HU02	
B3KX74	
C9EIW0	
C9J1R2	ENSG00000163701
C9J2W6	ENSG00000163820
C9J3C0	ENSG00000168397
C9J5S9	ENSG00000182185
C9J5U1	ENSG00000115998
C9J660	ENSG00000129103
C9J6S4	ENSG00000154928
C9J811	ENSG00000172530
C9JA65	ENSG00000006652
C9JAG2	ENSG00000157557
C9JCP6	ENSG00000075711
C9JDB3	ENSG00000128512
C9JDX0	ENSG00000196872
C9JF90	ENSG00000136197
C9JFL6	ENSG00000116044
C9JIV0	ENSG00000181378
C9JKP0	ENSG00000064933
C9JLH5	ENSG00000163832
C9JLM5	ENSG00000206075
C9JP14	ENSG00000196344
C9JQJ2	ENSG00000155657
C9JY29	ENSG00000168306
C9JYB5	ENSG00000138031
L0EQX9	
A0A0U5PZ67	
A0A0U5PZJ8	
A0A0A0MTP7	ENSG00000139218
A0A1B0GUE9	ENSG00000116641
A0A1B0GUI1	ENSG00000174373
A0A1B0GV30	ENSG00000089159
A2A4F6	ENSG00000135837
B4DRP5	
B4DTS5	
B4E226	
B5M0B7	
E5RH62	ENSG00000105136
E7EST9	ENSG00000172046
E7ESX7	ENSG00000139636
E7ETR9	ENSG00000101353
F6VUV4	ENSG00000187630
F6WIT2	ENSG00000119383
G9HTG4	
H7C1Z1	ENSG00000163512
H7C4S4	ENSG00000114416
J3QS13	ENSG00000108671
J3QS21	ENSG00000005243
K7W971	
Q5JRY4	ENSG00000148737
Q5SZM2	ENSG00000145979
Q5VZU3	ENSG00000120158
Q8WYP1	
B3KS32	
B4DZT7	
C6H0P3	
D2KZ54	
E5RI36	ENSG00000176406
E7EMK3	ENSG00000132589
E7EUY3	ENSG00000114054
G8JLI8	ENSG00000107736
H7BY94	ENSG00000112578
S4R339	ENSG00000204852
S4R3C6	ENSG00000120708
V5NQR7	
V5NSS3	
A0A0A0MQZ6	ENSG00000164346
A0A0C4DG67	ENSG00000174827
A0A0C4DGY0	ENSG00000143919
B7Z4B4	
B9A018	ENSG00000168883
B9WPM7	
D6RAT5	ENSG00000138641
D6RDB2	ENSG00000152700
D6RDY8	ENSG00000127419
D6REP8	ENSG00000169567
D6RHC7	ENSG00000198055
D6RHJ2	ENSG00000146151
E9PHZ6	ENSG00000137713
E9PKK8	ENSG00000254986
E9PKN0	ENSG00000165494
E9PL69	ENSG00000167325
E9PN03	ENSG00000175538
E9PRS9	ENSG00000092850
F8LFU4	
F8W7Q8	ENSG00000168000
F8W9L4	ENSG00000068078
F8WEK7	ENSG00000103148
F8WF62	ENSG00000145020
G3V3R7	ENSG00000066427
G3V543	ENSG00000126787
J3KTD4	ENSG00000169683
Q86XI1	
A0A024QZ64	
A0A024QZV7	
A0A024QZY3	
A0A024R2U1	
A0A024R409	
A0A024R517	
A0A024R8Q0	
A0A024RAL9	
A0A024RBW2	
A0A024RDW7	
A2NXD2	
E9LRP3	
E9PAV9	ENSG00000160818
E9PD99	ENSG00000186001
E9PDD2	ENSG00000162692
E9PEQ6	ENSG00000084072
E9PGB3	ENSG00000138162
E9PGI0	ENSG00000164291
E9PH38	ENSG00000105568
E9PH82	ENSG00000119812
E9PJQ8	ENSG00000174871
E9PKZ6	ENSG00000085433
E9PL92	ENSG00000138303
E9PMW6	ENSG00000110025
E9PN48	ENSG00000149182
E9PNF1	ENSG00000149792
E9PNH4	ENSG00000186523
E9PP07	ENSG00000158816
E9PQN2	ENSG00000029363
E9PR07	ENSG00000167323
E9PRC4	ENSG00000166793
E9PRU3	ENSG00000166483
G3V313	ENSG00000140105
G3V3H1	ENSG00000165914
G3V4D0	ENSG00000050130
G3V4E5	ENSG00000126787
G3V5T4	ENSG00000198513
J3KS70	ENSG00000082397
Q3ZCT2	
Q5W7F7	
E7ENE5	ENSG00000138435
E7ERW5	ENSG00000196092
E7EVF8	ENSG00000100031
A0A0A6YYF3	ENSG00000270898
A5A4L6	
B4DHR8	
B4DIH7	
B4DQ97	
B4DUF2	
B4E257	
C9J5L0	ENSG00000196998
C9J6C4	ENSG00000091181
C9JU19	ENSG00000168958
C9JUV8	ENSG00000111801
C9K086	ENSG00000002822
H7C3S6	ENSG00000214694
H7C419	ENSG00000160917
H7C462	ENSG00000137656
H7C478	ENSG00000150967
H7C5A0	ENSG00000049541
H7C5E4	ENSG00000114127
H7C5H3	ENSG00000175110
H7C5M0	ENSG00000114904
Q67AK8	
A0A0A8LDX3	
A0A0B4J1W3	ENSG00000164134
A0A0B4J225	ENSG00000198431
B6DU68	
D6CIC1	
D6R9Q0	ENSG00000089335
D6RBJ1	ENSG00000016082
D6RDN6	ENSG00000073331
D6RDN7	ENSG00000170365
D6RDX0	ENSG00000134853
D6REY7	ENSG00000152495
D6RF25	ENSG00000087274
D6RFE6	ENSG00000145916
D6RHX3	ENSG00000064692
D6RIV2	ENSG00000109180
F8WC12	ENSG00000114268
F8WC20	ENSG00000136279
F8WCI7	ENSG00000112655
F8WCJ4	ENSG00000131069
F8WCS3	ENSG00000125630
F8WCX2	ENSG00000143373
F8WDB4	ENSG00000161036
F8WDD2	ENSG00000136521
F8WDY2	ENSG00000180855
F8WFD6	ENSG00000159761
F8WFD8	ENSG00000100422
J3QQY9	ENSG00000118276
Q8NFI2	
B0ZRR0	
B5LFY1	
E1CJE6	
F6VBM3	ENSG00000101473
G5E9B8	ENSG00000167384
H0Y4D6	ENSG00000137221
H0Y4M6	ENSG00000126217
H0Y4R4	ENSG00000143337
H0YAI4	ENSG00000163743
H0YB46	ENSG00000156170
H0YBG9	ENSG00000102878
H0YBJ6	ENSG00000269556
H0YBS5	ENSG00000008294
H0YHB6	ENSG00000151322
H0YHC6	ENSG00000120798
H0YI49	ENSG00000092140
H0YI83	ENSG00000139636
H0YID8	ENSG00000139263
H0YIY1	ENSG00000092200
H0YJ91	ENSG00000100731
H0YJD6	ENSG00000119661
H0YJF3	ENSG00000100601
H0YNV6	ENSG00000100884
Q59HD9	
Q5HY62	ENSG00000197021
Q5SQ11	ENSG00000107317
Q5SVJ9	ENSG00000156113
Q5T757	ENSG00000116754
Q5VVM3	ENSG00000127125
Q5VYI1	ENSG00000122224
Q8N289	
B4DPX3	
C9J1G9	ENSG00000119778
C9J3W9	ENSG00000068745
C9J587	ENSG00000206535
C9J6H1	ENSG00000197971
C9J7W4	ENSG00000168477
C9J840	ENSG00000071054
C9J8F3	ENSG00000109107
C9JBX5	ENSG00000124783
C9JDL5	ENSG00000137948
C9JEP1	ENSG00000115504
C9JH95	ENSG00000104885
C9JIH5	ENSG00000114867
C9JIU9	ENSG00000185917
C9JIY5	ENSG00000085760
C9JQ03	ENSG00000213901
C9JSI8	ENSG00000175455
C9JWQ8	ENSG00000115271
C9JX09	ENSG00000115363
C9JY72	ENSG00000164619
F6QUT6	ENSG00000107796
H7BXF6	ENSG00000138035
Q5JWG3	ENSG00000132670
Q5TDH4	ENSG00000116138
A0A024R3W2	
A0A0A0MRA6	ENSG00000138161
A0A0A0MRC3	ENSG00000156113
E5RHF6	ENSG00000094755
E9PCC8	ENSG00000106034
E9PDJ9	ENSG00000064042
E9PDW2	ENSG00000083720
E9PHH8	ENSG00000131788
E9PIQ8	ENSG00000167323
E9PJ06	ENSG00000176102
E9PJI4	ENSG00000149554
E9PK62	ENSG00000255561
E9PKM3	ENSG00000086205
E9PLB8	ENSG00000149547
E9PLN8	ENSG00000255439
E9PLX1	ENSG00000179902
E9PMD8	ENSG00000165916
E9PMF0	ENSG00000162241
E9PMY8	ENSG00000166478
E9PNG6	ENSG00000110077
E9PNK9	ENSG00000110074
E9PNP3	ENSG00000087884
E9PQH4	ENSG00000154359
E9PRN3	ENSG00000116977
E9PS96	ENSG00000143248
G3V2S4	ENSG00000151812
G3V2U9	ENSG00000178974
G3V390	ENSG00000066427
G3V393	ENSG00000198805
G3V4D1	ENSG00000170633
G3V580	ENSG00000100462
A0A0A0MT86	ENSG00000211681
A0A0A0MTA5	ENSG00000242887
A0A0A0MTE4	ENSG00000089505
B2RA70	
F0VYJ3	
F4MKW1	
F4NBT8	
F5ATB2	
F5BZ30	
F5GY08	ENSG00000076053
F5GY35	ENSG00000064115
F5GY68	ENSG00000089053
F5GYE8	ENSG00000154240
F5H0K0	ENSG00000135100
F5H0T7	ENSG00000197901
F5H4L6	ENSG00000111181
F5H8A0	ENSG00000149743
U3KQ53	ENSG00000184162
C9JG34	ENSG00000084453
C9JUY6	ENSG00000160991
A0A024R127	
A0A024R1N1	
A0A024R3P1	
A0A024R5Z9	
A0A024RDR3	
A0A0A7LW76	
B7ZAC0	
G3V5A5	ENSG00000092036
H0YB49	ENSG00000103335
H0YBB0	ENSG00000104613
H0YBU8	ENSG00000055950
H0YI36	ENSG00000123329
H0YNR0	ENSG00000140443
A0A0S4T2P1	
E1CJE3	
H0Y3W0	ENSG00000072195
H0Y5R3	ENSG00000026652
H0YAK4	ENSG00000123213
H0YAS8	ENSG00000120885
H0YB38	ENSG00000104331
H0YB72	ENSG00000132549
H0YBE0	ENSG00000147649
H0YCD6	ENSG00000122483
H0YCR8	ENSG00000146670
H0YH74	ENSG00000111752
H0YNV1	ENSG00000166949
Q56H29	
I4EC43	
A7MAP7	
A8K385	
A8K4D1	
B1AH99	ENSG00000100345
B1AKT3	ENSG00000117500
B1APP6	ENSG00000067057
B7ZCA0	ENSG00000197283
E5RFF6	ENSG00000221947
F6IQA5	
F6IQC3	
F6IQI4	
F6IQP7	
H0Y6M2	ENSG00000137478
H0Y715	ENSG00000153956
H0Y7A5	ENSG00000172432
H0Y7U2	ENSG00000162946
H0Y8W2	ENSG00000204628
H0Y943	ENSG00000163697
H0YAF3	ENSG00000118777
H0YD17	ENSG00000026508
H0YD33	ENSG00000153113
H0YDA4	ENSG00000049449
H0YE08	ENSG00000119703
H0YE73	ENSG00000135597
H0YER1	ENSG00000048649
H0YES8	ENSG00000149273
H0YF56	ENSG00000175115
H0YFI7	ENSG00000119041
H0YFM4	ENSG00000111203
H0YGR0	ENSG00000111203
H0YJR1	ENSG00000185246
H0YKD8	ENSG00000108107
H0YKY6	ENSG00000068305
H0YLJ2	ENSG00000074803
H0YMA1	ENSG00000041357
H0YMG2	ENSG00000140382
H0YMR1	ENSG00000185033
I3L2W2	ENSG00000215041
I3L2X8	ENSG00000174238
I3L3U3	ENSG00000249459
I3L477	ENSG00000141519
I3L4D2	ENSG00000141556
I3L4J1	ENSG00000260914
I3L526	ENSG00000175866
Q3LRR7	
Q5TDE3	ENSG00000126106
Q5TFC9	ENSG00000027697
Q9P1D2	
R4GNA9	ENSG00000131831
S5DHY3	
S5DLC4	
S6CPY7	
X5M4Y6	
B4DJM2	
C9JDK8	ENSG00000164604
F5H1T2	ENSG00000090612
F5H2K8	ENSG00000149532
F5H3G9	ENSG00000155974
F5H495	ENSG00000110841
F5H5I0	ENSG00000155974
X2JJP1	
A0A0M4FEM1	
A0A0U5IHM5	
A0A087WSV2	ENSG00000258311
A0A087WTS9	ENSG00000105392
A0A087WTU3	ENSG00000164081
A0A087WTW1	ENSG00000272031
A0A087WY93	ENSG00000196136
B5MC73	ENSG00000069020
R4GMX9	ENSG00000146007
V9GYA4	ENSG00000177374
A0A087WTC8	ENSG00000255154
A0A087WZL0	ENSG00000019144
A0A087X161	ENSG00000260691
A0A087X1R1	ENSG00000183963
A0A087X1U1	ENSG00000157985
A0A087X1U4	ENSG00000169057
A0A1B0GX54	ENSG00000278030
A0A1B0GX78	ENSG00000275158
M1NVA7	
R4GN32	ENSG00000166348
R4GN65	ENSG00000119912
R4GNI0	ENSG00000125347
U5YMI9	
U6EFP2	
A0A0A0MRM8	ENSG00000196586
A0A0A0MSZ3	ENSG00000182378
A0A0A0MTA1	ENSG00000211680
E5RGC8	ENSG00000176623
E5RGN0	ENSG00000102225
F4NC24	
F5GY80	ENSG00000021852
F5H4C9	ENSG00000174099
F5H4U1	ENSG00000003056
F5H4X4	ENSG00000089094
A0A0A6YYF8	ENSG00000131089
A6PVP4	ENSG00000124641
B0QYS3	ENSG00000100083
C9JB70	ENSG00000106479
C9JGK2	ENSG00000068745
C9JGK7	ENSG00000084453
E5RIK4	ENSG00000169398
F6IQY5	
H0Y304	ENSG00000198947
H0Y8E9	ENSG00000196428
H0Y8R4	ENSG00000058729
H0Y988	ENSG00000138744
H0YG15	ENSG00000111581
H0YJK4	ENSG00000066629
H0YKW2	ENSG00000157470
I3L3A6	ENSG00000178226
I4EPG5	
I4EPG6	
Q53TA0	
Q5SXX8	ENSG00000143845
S5T475	
S6AP21	
A4URF2	
C7C695	
C8CJK9	
D1MYZ3	
D5H3V8	
E5RFR4	ENSG00000135077
E5RG55	ENSG00000253309
H7BZ24	ENSG00000172023
H7BZV5	ENSG00000198753
H7C0W6	ENSG00000157036
H7C1F6	ENSG00000160221
Q0ZCI5	
Q306W0	
Q5R1M3	
Q6NT31	
Q8N532	
A0A0A7NZX2	
H7BYL7	ENSG00000168004
H7BZW0	ENSG00000163075
H7C141	ENSG00000198836
H7C1H4	ENSG00000123240
A2A2G5	ENSG00000131067
A8K9D1	
A9UJP0	ENSG00000100311
E5RIV2	ENSG00000183137
F6IQC9	
F6IQQ6	
H0Y6H4	ENSG00000115705
H0Y7C3	ENSG00000185250
H0Y7Q2	ENSG00000004766
H0Y893	ENSG00000112812
H0Y8X4	ENSG00000112667
H0Y929	ENSG00000163110
H0Y961	ENSG00000138758
H0Y9H2	ENSG00000087274
H0Y9Q5	ENSG00000007062
H0YA14	ENSG00000138735
H0YA18	ENSG00000109775
H0YA58	ENSG00000078295
H0YDB9	ENSG00000129646
H0YDT4	ENSG00000110717
H0YEQ6	ENSG00000170619
H0YF19	ENSG00000122417
H0YG36	ENSG00000166012
H0YG38	ENSG00000196504
H0YGS7	ENSG00000141569
H0YK14	ENSG00000128915
H0YK59	ENSG00000103855
H0YKE1	ENSG00000100938
H0YKM6	ENSG00000090487
H0YMG8	ENSG00000092098
H0YMN3	ENSG00000092330
H0YMV7	ENSG00000100918
H0YN07	ENSG00000196497
H0YN58	ENSG00000078304
H0YNM0	ENSG00000092439
I3L1S7	ENSG00000140987
I3L1X5	ENSG00000122390
I3L251	ENSG00000060237
I3L2J0	ENSG00000079432
I3L385	ENSG00000185298
I3L3Y6	ENSG00000197879
I3L401	ENSG00000262526
I3L4Z0	ENSG00000132386
I3NI39	ENSG00000006194
I6Z8F2	
Q59FU0	
Q9HCX8	
R4GNA5	ENSG00000136758
R4GNG1	ENSG00000111653
S5DI32	
S5LMI5	
S6CPV1	
A0A087WUY6	ENSG00000269313
A0A087WXZ5	ENSG00000274209
A0A087WYU0	ENSG00000127922
A0A087WZ35	ENSG00000108384
A0A087X0S7	ENSG00000132128
A0A087X1F9	ENSG00000185122
B5MA82	
D6RCC4	ENSG00000138780
Q75NT8	
Q9HB99	
R4GMQ5	ENSG00000164733
R4GMS7	ENSG00000122952
V9GYD2	ENSG00000141258
A0A087WYQ4	ENSG00000061273
F8VZZ2	ENSG00000168952
F8W036	ENSG00000258311
F8W1N7	ENSG00000139624
A0A060D4S6	
A0A075B6E2	ENSG00000105372
A0A075B6W4	ENSG00000211843
B7Z1Q9	
F8VPN1	ENSG00000012822
F8VRG2	ENSG00000110851
F8VRJ5	ENSG00000135436
F8VRS1	ENSG00000132932
F8VS20	ENSG00000139291
F8VV71	ENSG00000177889
F8W1B9	ENSG00000127337
R5AK04	
A0A1C3PHJ7	
A0A1C3PHM4	
M0QXH9	ENSG00000173480
M0QXV9	ENSG00000267881
A0A087WT01	ENSG00000211809
A0A087WTF1	ENSG00000188312
A0A087WTG8	ENSG00000185666
A0A087WU03	ENSG00000152795
A0A087WVD3	ENSG00000128928
A0A087WWL5	ENSG00000185453
A0A087WWS5	ENSG00000188338
A0A087WZ89	ENSG00000273749
A0A087WZE6	ENSG00000124091
A0A172WC73	
B0FZD0	
E5RK49	ENSG00000197948
E5RK63	ENSG00000197043
H7BYA3	ENSG00000198915
M1VK03	
Q6MZL6	
R4GN75	ENSG00000095794
A0A140T945	ENSG00000243612
A0A140T955	ENSG00000235657
D5H3T3	
D5H3U9	
E5RGD0	ENSG00000188343
Q6NVI2	
A0A1B3TN81	
A0A1C3PHK3	
A0A1X9I415	
B7Z2N2	
A0A1D0C3F9	
E5RHW7	ENSG00000156802
H3BM41	ENSG00000187741
H3BMF7	ENSG00000230873
H3BTE3	ENSG00000162066
H3BV12	ENSG00000178115
M0QXN4	ENSG00000142002
M0QXS1	ENSG00000099797
M0QYC8	ENSG00000125730
M0QYN9	ENSG00000104870
M0QYR6	ENSG00000011422
M0QYX3	ENSG00000126456
M0QZG3	ENSG00000216490
M0QZP7	ENSG00000105341
M0R0L7	ENSG00000198723
M0R1B9	ENSG00000024422
M0R1L8	ENSG00000104976
M0R351	ENSG00000090006
M0R398	ENSG00000133250
M0R3C2	ENSG00000126456
M0R3H3	ENSG00000130517
Q4U0W2	
A0A087WVI6	ENSG00000049759
A0A087WX02	ENSG00000178980
A0A087WYM2	ENSG00000115919
A0A087X1J1	ENSG00000196090
A0A087X211	ENSG00000163507
F8VRN2	ENSG00000123268
F8VVD6	ENSG00000136014
F8VVY9	ENSG00000186815
F8VW95	ENSG00000066117
F8VZ70	ENSG00000066117
F8W050	ENSG00000123338
F8W088	ENSG00000028203
F8W145	ENSG00000111596
H7C142	ENSG00000140299
H7C192	ENSG00000177917
A0A1C3L6C7	
A0A1C3PHF8	
A0A1C3PHM3	
H3BM99	ENSG00000140941
H3BMU3	ENSG00000135709
H3BN38	ENSG00000103769
H3BNK9	ENSG00000172775
H3BPC1	ENSG00000067221
H3BPK8	ENSG00000103042
H3BPY0	ENSG00000088682
H3BQN5	ENSG00000176723
H3BR24	ENSG00000260916
H3BRN6	ENSG00000158545
H3BSL4	ENSG00000167967
H3BTC6	ENSG00000197562
H3BUS1	ENSG00000254806
J3KND3	ENSG00000092841
J3KNN5	ENSG00000183258
U5TRL0	
A0A0F7TAG7	
A7LKN0	
A0A075B740	ENSG00000261587
A0A1D8QKY3	
A0A068LKQ4	
J7RPN4	
J7SA67	
M0QXM7	ENSG00000197372
M0QYF6	ENSG00000125734
M0QZC2	ENSG00000105287
M0R0J3	ENSG00000167674
M0R0W4	ENSG00000171487
M0R1Y8	ENSG00000105467
M0R205	ENSG00000126456
M0R2D5	ENSG00000268750
M0R2M8	ENSG00000130751
M0R2U7	ENSG00000051128
M0R2W9	ENSG00000182346
A0A1C7CYY3	ENSG00000068615
A0A1D3TZM5	
A0A059WQE7	
J3KT46	ENSG00000198844
K7EIE6	ENSG00000171466
K7EIS4	ENSG00000141622
K7EJN7	ENSG00000109118
K7EL12	ENSG00000245680
K7EL79	ENSG00000161914
K7EM09	ENSG00000105518
K7EM79	ENSG00000108799
K7EQ60	ENSG00000068120
K7ER37	ENSG00000170310
K7ERW8	ENSG00000065000
K7ERZ7	ENSG00000071564
Q3LIE6	
V9Q5Q1	
A0A1X9I5C0	
Q3L3Q5	
H3BM98	ENSG00000140398
H3BMD0	ENSG00000168907
H3BME1	ENSG00000099364
H3BMP3	ENSG00000205250
H3BMQ0	ENSG00000103197
H3BPH9	ENSG00000172775
H3BPK2	ENSG00000087250
H3BPL4	ENSG00000103550
H3BPW6	ENSG00000154358
H3BRH8	ENSG00000140600
H3BSB7	ENSG00000103227
H3BSQ1	ENSG00000198554
H3BT55	ENSG00000103326
H3BUV9	ENSG00000138629
H3BV97	ENSG00000174628
W8WHV4	
A0A120N620	
A6ZIT9	
H3BNU5	ENSG00000174177
J3KMW0	ENSG00000100439
